OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date,Occurence_Time
5999,1158754,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,2,2B,0546,2016-02-28T08:00:00.000Z,00:16:41
6000,1158760,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0401,2016-02-28T08:00:00.000Z,00:22:58
7001,1160537,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6D,0841,2016-03-08T08:00:00.000Z,00:22:30
7002,1160538,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0605,2016-03-08T08:00:00.000Z,00:16:29
7003,1160539,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2A,0503,2016-03-07T08:00:00.000Z,00:21:29
7004,1160540,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0746,2016-03-07T08:00:00.000Z,00:19:00
7005,1160543,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1443,2016-03-09T08:00:00.000Z,00:00:15
7006,1160544,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2C,0602,2016-03-08T08:00:00.000Z,00:23:53
7007,1160545,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1386,2016-03-08T08:00:00.000Z,00:20:25
7008,1160546,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2C,0602,2016-03-08T08:00:00.000Z,00:15:49
7009,1160547,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0785,2016-03-06T08:00:00.000Z,00:03:11
7010,1160549,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0709,2016-02-19T08:00:00.000Z,00:20:09
7011,1160553,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0537,2016-02-13T08:00:00.000Z,00:07:41
7012,1160554,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1427,2016-03-01T08:00:00.000Z,00:14:13
7013,1160555,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0856,2016-02-17T08:00:00.000Z,00:07:41
7014,1160557,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,1051,2016-03-04T08:00:00.000Z,00:11:10
7015,1160558,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5B,1604,2016-02-20T08:00:00.000Z,00:21:40
7016,1160561,5707,95,TRESPASS,627.7(A)(1) PC REMAIN W/O REGI,4,4B,0967,2016-03-03T08:00:00.000Z,00:11:33
7017,1160562,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0543,2016-03-06T08:00:00.000Z,00:10:38
7018,1160563,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0957,2016-03-08T08:00:00.000Z,00:22:30
7019,1160564,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,6,6C,1441,2016-03-05T08:00:00.000Z,00:16:32
7020,1160566,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0606,2016-03-06T08:00:00.000Z,00:18:00
7021,1160567,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,1116,2016-03-04T08:00:00.000Z,00:20:00
7022,1160568,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5B,1633,2016-02-27T08:00:00.000Z,00:20:00
7023,1160569,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,1259,2016-03-03T08:00:00.000Z,00:23:45
7024,1160573,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3M,0744,2016-03-06T08:00:00.000Z,00:11:00
7025,1160580,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,5,5C,1651,2016-03-06T08:00:00.000Z,00:10:30
7026,1160581,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1084,2016-03-05T08:00:00.000Z,00:01:00
7027,1160583,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1088,2016-03-05T08:00:00.000Z,00:20:00
7028,1160584,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,6,6B,1064,2016-03-07T08:00:00.000Z,00:01:00
7029,1160585,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,3,3M,0752,2016-03-06T08:00:00.000Z,00:11:00
7030,1160586,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1064,2016-03-07T08:00:00.000Z,00:00:00
7031,1160587,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1654,2016-03-06T08:00:00.000Z,00:18:00
7032,1160588,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1015,2016-03-07T08:00:00.000Z,00:07:30
7033,1160589,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1067,2016-03-06T08:00:00.000Z,00:22:00
7034,1160590,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0626,2016-02-19T08:00:00.000Z,00:12:00
7035,1160591,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0736,2016-03-03T08:00:00.000Z,00:13:00
7036,1160594,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1111,2016-03-07T08:00:00.000Z,00:13:00
7037,1160596,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,1356,2016-03-01T08:00:00.000Z,00:18:30
7038,1160597,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,1111,2016-03-08T08:00:00.000Z,00:05:00
7039,1160599,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1635,2016-03-06T08:00:00.000Z,00:20:30
7040,1160601,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0344,2016-03-07T08:00:00.000Z,00:21:40
7041,1160603,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,1255,2016-03-09T08:00:00.000Z,00:02:24
7042,1160605,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0886,2016-03-07T08:00:00.000Z,00:12:00
7043,1160607,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0918,2016-03-06T08:00:00.000Z,00:18:00
7044,1160613,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0855,2016-03-04T08:00:00.000Z,00:19:25
7045,1160614,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0734,2016-03-08T08:00:00.000Z,00:11:11
7046,1160615,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1637,2016-03-06T08:00:00.000Z,00:01:00
7047,1160620,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,2,2C,0605,2016-03-08T08:00:00.000Z,00:12:27
7048,1160621,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2B,0545,2016-01-30T08:00:00.000Z,00:13:14
7049,1160622,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0715,2016-03-08T08:00:00.000Z,00:05:00
7050,1160625,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,6,6C,1445,2016-03-09T08:00:00.000Z,00:00:01
7051,1160627,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0845,2016-03-05T08:00:00.000Z,00:14:10
7052,1160629,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6E,1102,2016-03-08T08:00:00.000Z,00:07:30
7053,1160631,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0422,2016-03-06T08:00:00.000Z,00:01:00
7054,1160634,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,4,4C,1282,2016-03-08T08:00:00.000Z,00:11:02
7055,1160635,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,1,1C,0438,2016-03-06T08:00:00.000Z,00:18:00
7056,1160636,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,4,4A,0905,2016-03-07T08:00:00.000Z,00:12:21
7057,1160641,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1C,0309,2016-03-06T08:00:00.000Z,00:15:40
7058,1160642,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6C,1424,2016-03-09T08:00:00.000Z,00:00:10
7059,1160645,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1068,2016-03-05T08:00:00.000Z,00:13:05
7060,1160650,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,4,4B,1326,2016-03-08T08:00:00.000Z,00:09:00
7061,1160655,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,2,2B,0552,2016-03-08T08:00:00.000Z,00:20:36
7062,1160661,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1064,2016-02-18T08:00:00.000Z,00:16:00
7063,1160662,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,2,2B,0541,2016-03-08T08:00:00.000Z,00:15:00
7064,1160663,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,1639,2016-03-08T08:00:00.000Z,00:20:25
7065,1160667,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2016-03-02T08:00:00.000Z,00:08:39
7066,1160668,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,5,5C,1639,2016-03-05T08:00:00.000Z,00:17:45
7067,1160672,2699,4,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,5,5A,1501,2016-03-09T08:00:00.000Z,00:12:52
7068,1160674,2999,03,VANDALISM,594(B)(1) VANDALISM GRAF >$400,4,4B,1356,2016-02-19T08:00:00.000Z,00:13:00
7069,1160676,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0727,2016-02-20T08:00:00.000Z,00:14:35
7070,1160677,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0514,2016-03-08T08:00:00.000Z,00:14:05
7071,1160678,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,3,3A,0725,2016-02-20T08:00:00.000Z,00:01:30
7072,1160680,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,4,4A,0907,2016-03-06T08:00:00.000Z,00:19:00
7073,1160683,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0907,2016-03-07T08:00:00.000Z,00:21:30
7074,1160684,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0564,2016-03-05T08:00:00.000Z,00:15:00
7075,1160686,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0851,2016-03-07T08:00:00.000Z,00:12:00
7076,1160687,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,2016-03-05T08:00:00.000Z,00:23:59
7077,1160688,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1004,2016-03-06T08:00:00.000Z,00:19:35
7078,1160690,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0440,2016-03-05T08:00:00.000Z,00:22:00
7079,1160691,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1153,2016-03-07T08:00:00.000Z,00:15:45
7080,1160692,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1624,2016-03-03T08:00:00.000Z,00:16:30
7081,1160693,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,0898,2016-03-06T08:00:00.000Z,00:19:05
7082,1160694,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1018,2016-03-06T08:00:00.000Z,00:15:55
7083,1160695,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0308,2016-02-29T08:00:00.000Z,00:10:00
7084,1160696,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0736,2016-03-04T08:00:00.000Z,00:09:00
7085,1160698,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0336,2016-03-06T08:00:00.000Z,00:14:20
7086,1160705,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0724,2016-03-01T08:00:00.000Z,00:16:45
7087,1160713,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0204,2016-03-06T08:00:00.000Z,00:10:50
7088,1160716,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,6,6B,1068,2016-03-06T08:00:00.000Z,00:16:00
7089,1160723,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0340,2016-03-07T08:00:00.000Z,00:10:30
7090,1160724,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0545,2016-03-05T08:00:00.000Z,00:19:55
7091,1160727,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0605,2016-03-05T08:00:00.000Z,00:19:35
7092,1160728,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0766,2016-03-03T08:00:00.000Z,00:12:00
7093,1160729,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0145,2016-03-05T08:00:00.000Z,00:20:07
7094,1160731,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3B,0766,2016-03-06T08:00:00.000Z,00:01:20
7095,1160732,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,3,3M,0735,2016-03-09T08:00:00.000Z,00:03:59
7096,1160733,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0768,2016-03-06T08:00:00.000Z,00:04:55
7097,1160734,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0746,2016-03-09T08:00:00.000Z,00:03:30
7098,1160736,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0736,2016-03-09T08:00:00.000Z,00:02:48
7099,1160737,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2B,0563,2016-03-09T08:00:00.000Z,00:00:25
7100,1160738,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4C,1284,2016-03-06T08:00:00.000Z,00:07:55
7101,1160739,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1369,2016-03-08T08:00:00.000Z,00:23:38
7102,1160740,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1B,0424,2016-02-20T08:00:00.000Z,00:10:08
7103,1160741,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,2,2A,0511,2016-03-08T08:00:00.000Z,00:19:16
7104,1160742,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1291,2016-03-06T08:00:00.000Z,00:09:12
7105,1160743,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1153,2016-03-06T08:00:00.000Z,00:16:23
7106,1160744,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,2,2A,0222,2016-03-06T08:00:00.000Z,00:10:47
7107,1160745,5707,0,PRIVACY,602 PC TRESPASS,3,3A,0706,2016-03-09T08:00:00.000Z,00:12:43
7108,1160748,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0128,2016-03-06T08:00:00.000Z,00:23:30
7109,1160751,2604,43,FRAUD,530.5(A) GET CRED W/OTH ID-MIS,5,5A,1387,2016-01-14T08:00:00.000Z,00:18:30
7110,1160753,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0955,2016-03-09T08:00:00.000Z,00:17:35
7111,1160758,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0856,2016-03-09T08:00:00.000Z,00:12:30
7112,1160759,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1501,2016-03-09T08:00:00.000Z,00:12:00
7113,1160761,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0136,2016-03-08T08:00:00.000Z,00:22:00
7114,1160764,7399,30,SAC CITY CODE,9.04.050(C) OPEN CONT ADJ PROP,6,6A,1042,2016-03-09T08:00:00.000Z,00:14:46
7115,1160766,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0333,2016-03-09T08:00:00.000Z,00:15:43
7116,1160773,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,0767,2016-03-07T08:00:00.000Z,00:06:10
7117,1160775,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,4,4B,1351,2016-02-29T08:00:00.000Z,00:10:14
7118,1160776,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5A,1371,2016-03-09T08:00:00.000Z,00:15:21
7119,1160777,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1639,2016-03-08T08:00:00.000Z,00:16:23
7120,1160778,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,0903,2016-03-09T08:00:00.000Z,00:15:31
7121,1160779,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,5,5C,1639,2016-03-06T08:00:00.000Z,00:14:45
7122,1160780,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1369,2016-03-08T08:00:00.000Z,00:17:00
7123,1160781,5212,55,WEAPON OFFENSE,21510 POSS SWITCHBLADE,4,4B,0976,2016-03-09T08:00:00.000Z,00:18:06
7124,1160783,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2C,0619,2016-03-09T08:00:00.000Z,00:19:00
7125,1160785,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,1106,2016-03-09T08:00:00.000Z,00:16:15
7126,1160787,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,6,6B,1058,2016-03-09T08:00:00.000Z,00:16:40
7127,1160788,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0704,2016-03-09T08:00:00.000Z,00:18:44
7128,1160789,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0766,2016-03-09T08:00:00.000Z,00:18:18
7129,1160792,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0747,2016-03-09T08:00:00.000Z,00:12:30
7130,1160793,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0746,2016-03-09T08:00:00.000Z,00:18:45
7131,1160794,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0748,2016-03-09T08:00:00.000Z,00:18:30
7132,1160796,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0747,2016-03-07T08:00:00.000Z,00:13:55
7133,1160797,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1406,2016-03-05T08:00:00.000Z,00:12:18
7134,1160798,7399,69,SAC CITY CODE,12.72.090 SCC IN PK AFTER HRS,1,1B,0440,2016-02-10T08:00:00.000Z,00:23:55
7135,1160799,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0766,2016-02-23T08:00:00.000Z,00:23:00
7136,1160801,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1152,2016-03-07T08:00:00.000Z,00:00:11
7137,1160804,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6C,1147,2016-02-25T08:00:00.000Z,00:17:35
7138,1160805,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1639,2016-03-02T08:00:00.000Z,00:07:13
7139,1160806,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0223,2016-03-07T08:00:00.000Z,00:15:05
7140,1160807,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0419,2016-02-26T08:00:00.000Z,00:16:51
7141,1160810,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0508,2016-03-03T08:00:00.000Z,00:00:08
7142,1160812,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0626,2016-03-07T08:00:00.000Z,00:07:53
7143,1160815,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,1035,2016-03-08T08:00:00.000Z,00:00:36
7144,1160816,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6D,0841,2016-03-07T08:00:00.000Z,00:12:25
7145,1160818,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1B,0435,2016-03-07T08:00:00.000Z,00:13:10
7146,1160821,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1623,2016-03-03T08:00:00.000Z,00:12:55
7147,1160823,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0404,2016-03-05T08:00:00.000Z,00:16:35
7148,1160825,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0788,2016-03-09T08:00:00.000Z,00:03:52
7149,1160826,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,0603,2016-03-09T08:00:00.000Z,00:06:30
7150,1160827,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0768,2016-03-01T08:00:00.000Z,00:11:50
7151,1160828,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,0742,2016-03-09T08:00:00.000Z,00:08:00
7152,1160829,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3M,0745,2016-03-08T08:00:00.000Z,00:21:55
7153,1160831,2999,091,TAMPERING,10852 VC VEHICLE TAMPERING,4,4C,1251,2016-03-09T08:00:00.000Z,00:22:00
7154,1160832,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,0915,2016-03-09T08:00:00.000Z,00:12:00
7155,1160836,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,1,1A,0145,2016-03-09T08:00:00.000Z,00:17:43
7156,1160837,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,5,5A,1364,2016-03-09T08:00:00.000Z,00:09:00
7157,1160838,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0553,2016-03-10T08:00:00.000Z,00:06:22
7158,1160840,999,1,HOMICIDE,187(A) HOMICIDE,5,5A,1364,2016-03-07T08:00:00.000Z,00:15:52
7159,1160844,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2A,0235,2016-03-07T08:00:00.000Z,00:00:00
7160,1160845,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,2,2C,0619,2016-03-09T08:00:00.000Z,00:19:04
7161,1160846,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6C,1443,2016-03-09T08:00:00.000Z,00:18:52
7162,1160848,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,3,3A,0709,2016-03-10T08:00:00.000Z,00:08:10
7163,1160852,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0785,2016-03-10T08:00:00.000Z,00:07:00
7164,1160855,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0738,2016-02-29T08:00:00.000Z,00:06:00
7165,1160856,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1296,2016-03-06T08:00:00.000Z,00:09:54
7166,1160858,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0507,2016-03-06T08:00:00.000Z,00:21:21
7167,1160859,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0775,2016-03-04T08:00:00.000Z,00:20:30
7168,1160860,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1616,2016-03-04T08:00:00.000Z,00:10:30
7169,1160861,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1302,2016-03-06T08:00:00.000Z,00:16:22
7170,1160863,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3M,0742,2016-03-07T08:00:00.000Z,00:01:46
7171,1160864,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0786,2016-03-07T08:00:00.000Z,00:05:08
7172,1160866,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0525,2016-03-06T08:00:00.000Z,00:12:00
7173,1160867,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0737,2016-03-03T08:00:00.000Z,00:15:42
7174,1160869,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1A,0123,2016-03-03T08:00:00.000Z,00:20:00
7175,1160870,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,1,1C,0407,2016-03-06T08:00:00.000Z,00:06:35
7176,1160872,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,1,1C,0419,2016-03-04T08:00:00.000Z,00:15:35
7177,1160873,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,3,3A,0709,2016-02-26T08:00:00.000Z,00:11:00
7178,1160874,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6B,1018,2016-03-05T08:00:00.000Z,00:15:15
7179,1160875,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,6,6D,0814,2016-03-05T08:00:00.000Z,00:19:00
7180,1160876,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,6,6B,1054,2016-03-07T08:00:00.000Z,00:03:55
7181,1160881,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,1,1A,0106,2016-03-07T08:00:00.000Z,00:18:10
7182,1160882,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1019,2016-03-09T08:00:00.000Z,00:21:00
7183,1160885,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,3,3B,0787,2016-03-08T08:00:00.000Z,00:04:30
7184,1160888,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0412,2016-03-09T08:00:00.000Z,00:19:00
7185,1160889,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1121,2016-03-09T08:00:00.000Z,00:14:00
7186,1160890,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1147,2016-03-05T08:00:00.000Z,00:21:50
7187,1160892,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0906,2016-03-07T08:00:00.000Z,00:12:29
7188,1160895,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0835,2016-03-06T08:00:00.000Z,00:21:00
7189,1160896,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,5,5A,1392,2016-03-09T08:00:00.000Z,00:22:59
7190,1160898,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4A,0906,2016-03-08T08:00:00.000Z,00:12:40
7191,1160899,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1624,2016-03-09T08:00:00.000Z,00:23:57
7192,1160902,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0775,2016-03-07T08:00:00.000Z,00:15:03
7193,1160903,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5B,1367,2016-03-10T08:00:00.000Z,00:00:47
7194,1160905,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5C,1637,2016-03-10T08:00:00.000Z,00:00:53
7195,1160906,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0513,2016-03-10T08:00:00.000Z,00:01:00
7196,1160908,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1227,2016-03-10T08:00:00.000Z,00:11:30
7197,1160912,2604,0,FRAUD,529 PC FALSE PERSONATION,2,2A,0506,2016-03-09T08:00:00.000Z,00:17:03
7198,1160914,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,1356,2016-03-07T08:00:00.000Z,00:19:59
